round,date,team_home,team_away,full_text
Round 12,12.10.2025,Plaza Amador,Arabe Unido,12.10.2025 | Plaza Amador | Arabe Unido | 0 | 2
Round 12,12.10.2025,Independiente,Deportivo Universitario,12.10.2025 | Independiente | Deportivo Universitario | 2 | 0
Round 12,11.10.2025,Alianza,Tauro,11.10.2025 | Alianza | Tauro | 2 | 1
Round 11,07.10.2025,Atl. Nacional,Alianza,07.10.2025 | Atl. Nacional | Alianza | 2 | 3
Round 11,06.10.2025,Veraguas,Plaza Amador,06.10.2025 | Veraguas | Plaza Amador | 0 | 3
Round 11,05.10.2025,Herrera,Miguelito,05.10.2025 | Herrera | Miguelito | 1 | 3
Round 11,05.10.2025,Arabe Unido,Deportivo Universitario,05.10.2025 | Arabe Unido | Deportivo Universitario | 0 | 1
Round 11,05.10.2025,Independiente,UMECIT,05.10.2025 | Independiente | UMECIT | 0 | 1
Round 11,04.10.2025,Tauro,San Francisco,04.10.2025 | Tauro | San Francisco | 1 | 1
Round 10,30.09.2025,UMECIT,Veraguas,30.09.2025 | UMECIT | Veraguas | 1 | 1
Round 10,29.09.2025,Miguelito,Deportivo Universitario,29.09.2025 | Miguelito | Deportivo Universitario | 0 | 0
Round 10,28.09.2025,Atl. Nacional,Tauro,28.09.2025 | Atl. Nacional | Tauro | 2 | 1
Round 10,28.09.2025,Plaza Amador,Independiente,28.09.2025 | Plaza Amador | Independiente | 3 | 0
Round 10,27.09.2025,Alianza,Herrera,27.09.2025 | Alianza | Herrera | 2 | 1
Round 10,27.09.2025,San Francisco,Arabe Unido,27.09.2025 | San Francisco | Arabe Unido | 0 | 2
Round 9,23.09.2025,UMECIT,Herrera,23.09.2025 | UMECIT | Herrera | 1 | 0
Round 9,22.09.2025,Tauro,Independiente,22.09.2025 | Tauro | Independiente | 0 | 0
Round 9,21.09.2025,Atl. Nacional,Plaza Amador,21.09.2025 | Atl. Nacional | Plaza Amador | 2 | 5
Round 9,21.09.2025,Arabe Unido,Veraguas,21.09.2025 | Arabe Unido | Veraguas | 1 | 0
Round 9,21.09.2025,Deportivo Universitario,Alianza,21.09.2025 | Deportivo Universitario | Alianza | 0 | 0
