round,date,team_home,team_away,full_text
Round 13,07.12.2024,Olympique de Safi,Hassania Agadir,07.12.2024 | Olympique de Safi | 2 | Hassania Agadir | 0 | 0
Round 13,06.12.2024,FUS Rabat,Difaa El Jadidi,06.12.2024 | FUS Rabat | Difaa El Jadidi | 3 | 3
Round 12,01.12.2024,Maghreb Fez,Renaissance Zemamra,01.12.2024 | Maghreb Fez | Renaissance Zemamra | 0 | 1
Round 12,01.12.2024,Difaa El Jadidi,Berkane,01.12.2024 | Difaa El Jadidi | Berkane | 1 | 1
Round 12,01.12.2024,Hassania Agadir,Raja Casablanca,01.12.2024 | Hassania Agadir | Raja Casablanca | 1 | 3
Round 12,30.11.2024,Moghreb Tetouan,FUS Rabat,30.11.2024 | Moghreb Tetouan | FUS Rabat | 0 | 2
Round 12,30.11.2024,COD Meknes,Chabab Mohammedia,30.11.2024 | COD Meknes | Chabab Mohammedia | 1 | 1
Round 12,30.11.2024,Jeunesse Sportive Soualem,FAR Rabat,30.11.2024 | Jeunesse Sportive Soualem | FAR Rabat | 0 | 3
Round 12,29.11.2024,Wydad AC,Olympique de Safi,29.11.2024 | Wydad AC | Olympique de Safi | 1 | 0
Round 12,29.11.2024,Union Touarga,IR Tanger,29.11.2024 | Union Touarga | IR Tanger | 3 | 1
Round 11,25.11.2024,FUS Rabat,Maghreb Fez,25.11.2024 | FUS Rabat | Maghreb Fez | 1 | 1
Round 11,24.11.2024,Chabab Mohammedia,Difaa El Jadidi,24.11.2024 | Chabab Mohammedia | Difaa El Jadidi | 1 | 4
Round 11,24.11.2024,Renaissance Zemamra,Jeunesse Sportive Soualem,24.11.2024 | Renaissance Zemamra | Jeunesse Sportive Soualem | 0 | 0
Round 11,23.11.2024,Berkane,Hassania Agadir,23.11.2024 | Berkane | Hassania Agadir | 2 | 1
Round 11,23.11.2024,IR Tanger,Moghreb Tetouan,23.11.2024 | IR Tanger | Moghreb Tetouan | 1 | 2
Round 11,22.11.2024,Olympique de Safi,COD Meknes,22.11.2024 | Olympique de Safi | COD Meknes | 3 | 0
Round 11,22.11.2024,FAR Rabat,Union Touarga,22.11.2024 | FAR Rabat | Union Touarga | 1 | 1
Round 11,22.11.2024,Raja Casablanca,Wydad AC,22.11.2024 | Raja Casablanca | Wydad AC | 1 | 1
Round 10,10.11.2024,Union Touarga,Berkane,10.11.2024 | Union Touarga | Berkane | 0 | 1
Round 10,10.11.2024,Hassania Agadir,Chabab Mohammedia,10.11.2024 | Hassania Agadir | Chabab Mohammedia | 2 | 1
Round 10,09.11.2024,Moghreb Tetouan,Raja Casablanca,09.11.2024 | Moghreb Tetouan | Raja Casablanca | 0 | 0
Round 10,09.11.2024,Wydad AC,IR Tanger,09.11.2024 | Wydad AC | IR Tanger | 2 | 2
Round 10,09.11.2024,Maghreb Fez,FAR Rabat,09.11.2024 | Maghreb Fez | FAR Rabat | 1 | 0
Round 10,09.11.2024,Renaissance Zemamra,Olympique de Safi,09.11.2024 | Renaissance Zemamra | Olympique de Safi | 2 | 1
Round 10,08.11.2024,COD Meknes,Difaa El Jadidi,08.11.2024 | COD Meknes | Difaa El Jadidi | 3 | 0
Round 10,08.11.2024,Jeunesse Sportive Soualem,FUS Rabat,08.11.2024 | Jeunesse Sportive Soualem | FUS Rabat | 1 | 1
Round 9,03.11.2024,IR Tanger,Maghreb Fez,03.11.2024 | IR Tanger | Maghreb Fez | 1 | 1
Round 9,03.11.2024,FUS Rabat,Wydad AC,03.11.2024 | FUS Rabat | Wydad AC | 0 | 1
Round 9,03.11.2024,FAR Rabat,Renaissance Zemamra,03.11.2024 | FAR Rabat | Renaissance Zemamra | 1 | 0
Round 9,02.11.2024,Difaa El Jadidi,Hassania Agadir,02.11.2024 | Difaa El Jadidi | Hassania Agadir | 2 | 0
Round 9,02.11.2024,Chabab Mohammedia,Union Touarga,02.11.2024 | Chabab Mohammedia | Union Touarga | 0 | 3
Round 9,02.11.2024,Berkane,Moghreb Tetouan,02.11.2024 | Berkane | Moghreb Tetouan | 2 | 1
Round 9,02.11.2024,Raja Casablanca,COD Meknes,02.11.2024 | Raja Casablanca | COD Meknes | 0 | 0
Round 9,01.11.2024,Olympique de Safi,Jeunesse Sportive Soualem,01.11.2024 | Olympique de Safi | Jeunesse Sportive Soualem | 1 | 0
Round 8,27.10.2024,Jeunesse Sportive Soualem,IR Tanger,27.10.2024 | Jeunesse Sportive Soualem | IR Tanger | 2 | 1
Round 8,27.10.2024,Renaissance Zemamra,FUS Rabat,27.10.2024 | Renaissance Zemamra | FUS Rabat | 3 | 1
Round 8,26.10.2024,Wydad AC,Berkane,26.10.2024 | Wydad AC | Berkane | 0 | 1
Round 8,26.10.2024,FAR Rabat,Olympique de Safi,26.10.2024 | FAR Rabat | Olympique de Safi | 1 | 1
Round 8,26.10.2024,Hassania Agadir,COD Meknes,26.10.2024 | Hassania Agadir | COD Meknes | 3 | 0
Round 8,26.10.2024,Union Touarga,Difaa El Jadidi,26.10.2024 | Union Touarga | Difaa El Jadidi | 2 | 2
Round 8,25.10.2024,Moghreb Tetouan,Chabab Mohammedia,25.10.2024 | Moghreb Tetouan | Chabab Mohammedia | 3 | 0
Round 8,25.10.2024,Maghreb Fez,Raja Casablanca,25.10.2024 | Maghreb Fez | Raja Casablanca | 0 | 0
Round 7,23.10.2024,IR Tanger,Renaissance Zemamra,23.10.2024 | IR Tanger | Renaissance Zemamra | 0 | 1
Round 7,23.10.2024,Berkane,Jeunesse Sportive Soualem,23.10.2024 | Berkane | Jeunesse Sportive Soualem | 1 | 0
Round 7,23.10.2024,COD Meknes,Wydad AC,23.10.2024 | COD Meknes | Wydad AC | 2 | 0
Round 7,23.10.2024,FUS Rabat,Olympique de Safi,23.10.2024 | FUS Rabat | Olympique de Safi | 3 | 0
Round 7,22.10.2024,Raja Casablanca,FAR Rabat,22.10.2024 | Raja Casablanca | FAR Rabat | 0 | 0
Round 7,22.10.2024,Difaa El Jadidi,Moghreb Tetouan,22.10.2024 | Difaa El Jadidi | Moghreb Tetouan | 1 | 0
Round 7,22.10.2024,Chabab Mohammedia,Maghreb Fez,22.10.2024 | Chabab Mohammedia | Maghreb Fez | 0 | 1
Round 7,22.10.2024,Hassania Agadir,Union Touarga,22.10.2024 | Hassania Agadir | Union Touarga | 2 | 1
Round 6,20.10.2024,Olympique de Safi,IR Tanger,20.10.2024 | Olympique de Safi | IR Tanger | 2 | 3
Round 6,19.10.2024,Wydad AC,Chabab Mohammedia,19.10.2024 | Wydad AC | Chabab Mohammedia | 3 | 2
Round 6,19.10.2024,Moghreb Tetouan,Hassania Agadir,19.10.2024 | Moghreb Tetouan | Hassania Agadir | 0 | 2
Round 6,19.10.2024,Maghreb Fez,Difaa El Jadidi,19.10.2024 | Maghreb Fez | Difaa El Jadidi | 1 | 0
Round 6,19.10.2024,Union Touarga,COD Meknes,19.10.2024 | Union Touarga | COD Meknes | 0 | 0
Round 6,18.10.2024,Jeunesse Sportive Soualem,Raja Casablanca,18.10.2024 | Jeunesse Sportive Soualem | Raja Casablanca | 2 | 1
Round 6,18.10.2024,FAR Rabat,FUS Rabat,18.10.2024 | FAR Rabat | FUS Rabat | 1 | 0
Round 6,18.10.2024,Renaissance Zemamra,Berkane,18.10.2024 | Renaissance Zemamra | Berkane | 1 | 3
Round 5,06.10.2024,Berkane,FUS Rabat,06.10.2024 | Berkane | FUS Rabat | 0 | 1
Round 5,06.10.2024,IR Tanger,FAR Rabat,06.10.2024 | IR Tanger | FAR Rabat | 1 | 1
Round 5,06.10.2024,Raja Casablanca,Renaissance Zemamra,06.10.2024 | Raja Casablanca | Renaissance Zemamra | 2 | 0
Round 5,06.10.2024,Difaa El Jadidi,Olympique de Safi,06.10.2024 | Difaa El Jadidi | Olympique de Safi | 1 | 2
Round 5,05.10.2024,Hassania Agadir,Wydad AC,05.10.2024 | Hassania Agadir | Wydad AC | 1 | 1
Round 5,05.10.2024,COD Meknes,Maghreb Fez,05.10.2024 | COD Meknes | Maghreb Fez | 2 | 0
Round 5,04.10.2024,Chabab Mohammedia,Jeunesse Sportive Soualem,04.10.2024 | Chabab Mohammedia | Jeunesse Sportive Soualem | 0 | 0
Round 5,04.10.2024,Union Touarga,Moghreb Tetouan,04.10.2024 | Union Touarga | Moghreb Tetouan | 1 | 0
Round 3,02.10.2024,Berkane,IR Tanger,02.10.2024 | Berkane | IR Tanger | 0 | 0
Round 3,02.10.2024,Raja Casablanca,FUS Rabat,02.10.2024 | Raja Casablanca | FUS Rabat | 1 | 0
Round 3,02.10.2024,Difaa El Jadidi,FAR Rabat,02.10.2024 | Difaa El Jadidi | FAR Rabat | 1 | 0
Round 4,29.09.2024,Olympique de Safi,Raja Casablanca,29.09.2024 | Olympique de Safi | Raja Casablanca | 2 | 3
Round 4,29.09.2024,FAR Rabat,Berkane,29.09.2024 | FAR Rabat | Berkane | 1 | 1
Round 4,29.09.2024,FUS Rabat,IR Tanger,29.09.2024 | FUS Rabat | IR Tanger | 2 | 0 | 0
