round,date,team_home,team_away,full_text
Round 8,12.09.2025,Dep. Riestra,Central Cordoba,12.09.2025 | Dep. Riestra | Central Cordoba | 2 | 0
Round 8,12.09.2025,Belgrano,San Martin S.J.,12.09.2025 | Belgrano | San Martin S.J. | 0 | 0
Round 7,02.09.2025,Platense,Godoy Cruz,02.09.2025 | Platense | Godoy Cruz | 1 | 3
Round 7,01.09.2025,Gimnasia L.P.,Atl. Tucuman,01.09.2025 | Gimnasia L.P. | Atl. Tucuman | 1 | 0
Round 7,01.09.2025,Racing Club,Union de Santa Fe,01.09.2025 | Racing Club | Union de Santa Fe | 2 | 3
Round 7,01.09.2025,River Plate,San Martin S.J.,01.09.2025 | River Plate | San Martin S.J. | 2 | 0
Round 7,31.08.2025,Defensa y Justicia,Belgrano,31.08.2025 | Defensa y Justicia | Belgrano | 2 | 1
Round 7,31.08.2025,Talleres Cordoba,Dep. Riestra,31.08.2025 | Talleres Cordoba | Dep. Riestra | 0 | 1
Round 7,31.08.2025,Aldosivi,Boca Juniors,31.08.2025 | Aldosivi | Boca Juniors | 0 | 2
Round 7,31.08.2025,Velez Sarsfield,Lanus,31.08.2025 | Velez Sarsfield | Lanus | 3 | 0
Round 7,30.08.2025,Central Cordoba,Estudiantes L.P.,30.08.2025 | Central Cordoba | Estudiantes L.P. | 2 | 0
Round 7,30.08.2025,Ind. Rivadavia,Argentinos Jrs,30.08.2025 | Ind. Rivadavia | Argentinos Jrs | 2 | 1
Round 7,30.08.2025,San Lorenzo,Huracan,30.08.2025 | San Lorenzo | Huracan | 0 | 0
Round 7,30.08.2025,Instituto,Independiente,30.08.2025 | Instituto | Independiente | 0 | 0
Round 7,30.08.2025,Banfield,Tigre,30.08.2025 | Banfield | Tigre | 1 | 0
Round 7,30.08.2025,Newells Old Boys,Barracas Central,30.08.2025 | Newells Old Boys | Barracas Central | 1 | 2
Round 6,26.08.2025,Lanus,River Plate,26.08.2025 | Lanus | River Plate | 1 | 1
Round 6,26.08.2025,Estudiantes L.P.,Aldosivi,26.08.2025 | Estudiantes L.P. | Aldosivi | 1 | 0
Round 6,26.08.2025,Belgrano,Central Cordoba,26.08.2025 | Belgrano | Central Cordoba | 0 | 3
Round 6,25.08.2025,Godoy Cruz,Velez Sarsfield,25.08.2025 | Godoy Cruz | Velez Sarsfield | 0 | 2
Round 6,25.08.2025,Dep. Riestra,Sarmiento Junin,25.08.2025 | Dep. Riestra | Sarmiento Junin | 3 | 0
Round 6,24.08.2025,Boca Juniors,Banfield,24.08.2025 | Boca Juniors | Banfield | 2 | 0
Round 6,24.08.2025,Argentinos Jrs,Racing Club,24.08.2025 | Argentinos Jrs | Racing Club | 4 | 1
Round 6,24.08.2025,Union de Santa Fe,Huracan,24.08.2025 | Union de Santa Fe | Huracan | 1 | 1
Round 6,24.08.2025,Atl. Tucuman,Talleres Cordoba,24.08.2025 | Atl. Tucuman | Talleres Cordoba | 3 | 0
Round 6,24.08.2025,San Martin S.J.,Gimnasia L.P.,24.08.2025 | San Martin S.J. | Gimnasia L.P. | 1 | 0
Round 6,23.08.2025,Rosario Central,Newells Old Boys,23.08.2025 | Rosario Central | Newells Old Boys | 1 | 0
Round 6,23.08.2025,San Lorenzo,Instituto,23.08.2025 | San Lorenzo | Instituto | 1 | 0
Round 6,23.08.2025,Tigre,Ind. Rivadavia,23.08.2025 | Tigre | Ind. Rivadavia | 1 | 1
Round 6,22.08.2025,Barracas Central,Defensa y Justicia,22.08.2025 | Barracas Central | Defensa y Justicia | 1 | 1
Round 5,19.08.2025,Talleres Cordoba,San Martin S.J.,19.08.2025 | Talleres Cordoba | San Martin S.J. | 0 | 0
Round 5,19.08.2025,Sarmiento Junin,Atl. Tucuman,19.08.2025 | Sarmiento Junin | Atl. Tucuman | 2 | 2
Round 5,18.08.2025,Ind. Rivadavia,Boca Juniors,18.08.2025 | Ind. Rivadavia | Boca Juniors | 0 | 3
Round 5,17.08.2025,River Plate,Godoy Cruz,17.08.2025 | River Plate | Godoy Cruz | 4 | 2
Round 5,17.08.2025,Banfield,Estudiantes L.P.,17.08.2025 | Banfield | Estudiantes L.P. | 3 | 2
Round 5,17.08.2025,Central Cordoba,Barracas Central,17.08.2025 | Central Cordoba | Barracas Central | 1 | 1
Round 5,17.08.2025,Defensa y Justicia,Newells Old Boys,17.08.2025 | Defensa y Justicia | Newells Old Boys | 1 | 1
Round 5,17.08.2025,Gimnasia L.P.,Lanus,17.08.2025 | Gimnasia L.P. | Lanus | 1 | 2
Round 5,17.08.2025,Velez Sarsfield,Independiente,17.08.2025 | Velez Sarsfield | Independiente | 2 | 1
Round 5,16.08.2025,Rosario Central,Dep. Riestra,16.08.2025 | Rosario Central | Dep. Riestra | 1 | 1
Round 5,16.08.2025,Huracan,Argentinos Jrs,16.08.2025 | Huracan | Argentinos Jrs | 3 | 1 | 0
Round 5,16.08.2025,Platense,San Lorenzo,16.08.2025 | Platense | San Lorenzo | 2 | 1
Round 5,16.08.2025,Racing Club,Tigre,16.08.2025 | Racing Club | Tigre | 1 | 2
Round 5,16.08.2025,Instituto,Union de Santa Fe,16.08.2025 | Instituto | Union de Santa Fe | 0 | 4
Round 5,15.08.2025,Aldosivi,Belgrano,15.08.2025 | Aldosivi | Belgrano | 0 | 0
Round 4,12.08.2025,Defensa y Justicia,Dep. Riestra,12.08.2025 | Defensa y Justicia | Dep. Riestra | 1 | 0
Round 4,11.08.2025,Argentinos Jrs,Union de Santa Fe,11.08.2025 | Argentinos Jrs | Union de Santa Fe | 1 | 0
Round 4,10.08.2025,Instituto,Platense,10.08.2025 | Instituto | Platense | 1 | 1
Round 4,10.08.2025,Barracas Central,Aldosivi,10.08.2025 | Barracas Central | Aldosivi | 3 | 1
Round 4,10.08.2025,Atl. Tucuman,Rosario Central,10.08.2025 | Atl. Tucuman | Rosario Central | 0 | 0
Round 4,10.08.2025,Belgrano,Banfield,10.08.2025 | Belgrano | Banfield | 2 | 1
Round 4,09.08.2025,Independiente,River Plate,09.08.2025 | Independiente | River Plate | 0 | 0
Round 4,09.08.2025,Boca Juniors,Racing Club,09.08.2025 | Boca Juniors | Racing Club | 1 | 1
Round 4,09.08.2025,San Martin S.J.,Sarmiento Junin,09.08.2025 | San Martin S.J. | Sarmiento Junin | 0 | 1
Round 4,09.08.2025,Lanus,Talleres Cordoba,09.08.2025 | Lanus | Talleres Cordoba | 1 | 0
Round 4,09.08.2025,Newells Old Boys,Central Cordoba,09.08.2025 | Newells Old Boys | Central Cordoba | 1 | 1
Round 4,09.08.2025,Tigre,Huracan,09.08.2025 | Tigre | Huracan | 0 | 1
Round 4,08.08.2025,Estudiantes L.P.,Ind. Rivadavia,08.08.2025 | Estudiantes L.P. | Ind. Rivadavia | 2 | 1
Round 4,08.08.2025,San Lorenzo,Velez Sarsfield,08.08.2025 | San Lorenzo | Velez Sarsfield | 1 | 0
Round 4,07.08.2025,Godoy Cruz,Gimnasia L.P.,07.08.2025 | Godoy Cruz | Gimnasia L.P. | 1 | 2
Round 3,29.07.2025,Banfield,Barracas Central,29.07.2025 | Banfield | Barracas Central | 1 | 3
Round 3,28.07.2025,Central Cordoba,Defensa y Justicia,28.07.2025 | Central Cordoba | Defensa y Justicia | 2 | 1
Round 3,28.07.2025,Dep. Riestra,Atl. Tucuman,28.07.2025 | Dep. Riestra | Atl. Tucuman | 1 | 0
Round 3,28.07.2025,River Plate,San Lorenzo,28.07.2025 | River Plate | San Lorenzo | 0 | 0
